VBELN,VKORG,KUNNR,CTLPC,WAERS,AMTBL
500010492,1001.00 ,100118.00 ,R01,USD,0.00 
500010493,1001.00 ,100118.00 ,R01,USD,0.00 
500010494,1001.00 ,100118.00 ,R01,USD,0.00 
500010495,1004.00 ,100219.00 ,R01,USD,0.00 
500010496,1001.00 ,100118.00 ,R01,USD,0.00 
500010497,1004.00 ,1006.00 ,,TWD,0.00 
500010498,1001.00 ,100118.00 ,R01,USD,0.00 
500010499,1001.00 ,100118.00 ,R01,USD,0.00 
500010500,1001.00 ,100118.00 ,R01,USD,0.00 
500010501,1001.00 ,100118.00 ,R01,USD,0.00 
500010502,1001.00 ,100118.00 ,R01,USD,0.00 
500010503,1001.00 ,100118.00 ,R01,USD,0.00 
500010504,1001.00 ,100118.00 ,R01,USD,0.00 
500010505,1001.00 ,100118.00 ,R01,USD,0.00 
500010506,1005.00 ,100008.00 ,R01,TWD,0.00 
500010507,1004.00 ,1006.00 ,,TWD,0.00 
500010508,2002.00 ,1002.00 ,,USD,0.00 
500010509,2002.00 ,1002.00 ,,USD,0.00 
500010510,2002.00 ,100207.00 ,R01,USD,0.00 
500010511,2002.00 ,100207.00 ,R01,USD,0.00 
500010512,1005.00 ,100018.00 ,R01,TWD,0.00 
500010513,1005.00 ,100012.00 ,R01,TWD,0.00 
500010514,1003.00 ,100179.00 ,R01,USD,0.00 
500010515,1005.00 ,100442.00 ,R01,TWD,0.00 
500010516,1005.00 ,100442.00 ,R01,TWD,0.00 
500010517,1004.00 ,100223.00 ,R01,USD,0.00 
500010518,1006.00 ,1002.00 ,,TWD,0.00 
500010519,1006.00 ,1002.00 ,,TWD,0.00 
500010520,2002.00 ,100207.00 ,R01,USD,0.00 
500010521,2002.00 ,100213.00 ,R01,USD,0.00 
500010522,1001.00 ,100118.00 ,R01,USD,0.00 
500010523,1001.00 ,100118.00 ,R01,USD,0.00 
500010524,1001.00 ,100118.00 ,R01,USD,0.00 
500010525,1001.00 ,100118.00 ,R01,USD,0.00 
500010526,1001.00 ,100118.00 ,R01,USD,0.00 
500010527,1001.00 ,100118.00 ,R01,USD,0.00 
500010528,1001.00 ,100118.00 ,R01,USD,0.00 
500010529,1001.00 ,100118.00 ,R01,USD,0.00 
500010530,1001.00 ,100118.00 ,R01,USD,0.00 
500010531,1001.00 ,100118.00 ,R01,USD,0.00 
500010532,1001.00 ,100118.00 ,R01,USD,0.00 
500010533,1001.00 ,100118.00 ,R01,USD,0.00 
500010534,1001.00 ,100118.00 ,R01,USD,0.00 
500010535,1002.00 ,100201.00 ,R01,USD,2738786.00 
500010536,1002.00 ,100201.00 ,R01,USD,594720.00 
500010537,1001.00 ,100118.00 ,R01,USD,0.00 
500010538,1001.00 ,100118.00 ,R01,USD,0.00 
500010539,1001.00 ,100118.00 ,R01,USD,0.00 
500010540,1001.00 ,100118.00 ,R01,USD,0.00 
500010541,1001.00 ,100118.00 ,R01,USD,0.00 
500010542,1001.00 ,100118.00 ,R01,USD,0.00 
500010543,1001.00 ,100118.00 ,R01,USD,0.00 
500010544,1001.00 ,100118.00 ,R01,USD,0.00 
500010545,1001.00 ,100118.00 ,R01,USD,0.00 
500010546,1001.00 ,100118.00 ,R01,USD,0.00 
500010547,1001.00 ,100118.00 ,R01,USD,0.00 
500010548,1001.00 ,100118.00 ,R01,USD,0.00 
500010549,1001.00 ,100118.00 ,R01,USD,0.00 
500010550,1001.00 ,100118.00 ,R01,USD,0.00 
500010551,1001.00 ,100118.00 ,R01,USD,0.00 
500010552,1001.00 ,100118.00 ,R01,USD,0.00 
500010553,1001.00 ,100118.00 ,R01,USD,0.00 
500010554,1001.00 ,100118.00 ,R01,USD,0.00 
500010555,1006.00 ,1004.00 ,,TWD,0.00 
500010556,1005.00 ,100379.00 ,R01,TWD,0.00 
500010557,1005.00 ,100022.00 ,R01,USD,1917791.00 
500010558,1005.00 ,100382.00 ,R01,TWD,0.00 
500010559,1005.00 ,100371.00 ,R01,TWD,0.00 
500010560,1005.00 ,100011.00 ,R01,TWD,0.00 
500010561,1004.00 ,100280.00 ,R01,USD,0.00 
500010562,1002.00 ,100201.00 ,R01,USD,45751.00 
500010563,1004.00 ,100349.00 ,R01,EUR,1180561.00 
500010564,1001.00 ,100118.00 ,R01,USD,0.00 
500010565,1005.00 ,100382.00 ,R01,TWD,0.00 
500010566,1004.00 ,100255.00 ,R01,USD,0.00 
500010567,1001.00 ,100118.00 ,R01,USD,0.00 
500010568,1001.00 ,100118.00 ,R01,USD,0.00 
500010569,2002.00 ,1002.00 ,,USD,0.00 
500010570,1005.00 ,100364.00 ,R01,USD,635174.00 
500010571,1005.00 ,100014.00 ,R01,TWD,0.00 
500010572,1002.00 ,1006.00 ,,TWD,0.00 
500010573,1003.00 ,100179.00 ,R01,USD,0.00 
500010574,1003.00 ,100178.00 ,R01,USD,0.00 
500010575,1003.00 ,100366.00 ,R01,USD,0.00 
500010576,1004.00 ,100350.00 ,R01,USD,0.00 
500010577,1007.00 ,100036.00 ,R01,USD,0.00 
500010578,1002.00 ,2002.00 ,,USD,0.00 
500010579,1002.00 ,2002.00 ,,USD,0.00 
500010580,2002.00 ,100213.00 ,R01,USD,0.00 
500010581,1002.00 ,2002.00 ,,USD,0.00 
500010582,1001.00 ,100118.00 ,R01,USD,0.00 
500010583,1006.00 ,1002.00 ,,TWD,0.00 
500010584,1006.00 ,1002.00 ,,TWD,0.00 
500010585,1001.00 ,100118.00 ,R01,USD,0.00 
500010586,1005.00 ,100024.00 ,R01,TWD,0.00 
500010587,1001.00 ,100118.00 ,R01,USD,0.00 
500010588,1001.00 ,100118.00 ,R01,USD,0.00 
500010589,1001.00 ,100118.00 ,R01,USD,0.00 
500010590,1001.00 ,100118.00 ,R01,USD,0.00 
500010591,1001.00 ,100118.00 ,R01,USD,0.00 
500010592,1001.00 ,100118.00 ,R01,USD,0.00 
500010593,1001.00 ,100118.00 ,R01,USD,0.00 
500010594,1001.00 ,100118.00 ,R01,USD,0.00 
500010595,1001.00 ,100118.00 ,R01,USD,0.00 
500010596,1001.00 ,100118.00 ,R01,USD,0.00 
500010597,1001.00 ,100118.00 ,R01,USD,0.00 
500010598,1001.00 ,100118.00 ,R01,USD,0.00 
500010599,1001.00 ,100134.00 ,R01,TWD,52242.00 
500010600,1001.00 ,100118.00 ,R01,USD,0.00 
500010601,1001.00 ,100118.00 ,R01,USD,0.00 
500010602,1001.00 ,100118.00 ,R01,USD,0.00 
500010603,1001.00 ,100118.00 ,R01,USD,0.00 
500010604,1001.00 ,100118.00 ,R01,USD,0.00 
500010605,1001.00 ,100118.00 ,R01,USD,0.00 
500010606,1001.00 ,100118.00 ,R01,USD,0.00 
500010607,1001.00 ,100118.00 ,R01,USD,0.00 
500010608,1001.00 ,100118.00 ,R01,USD,0.00 
500010609,1001.00 ,100118.00 ,R01,USD,0.00 
500010610,1005.00 ,100018.00 ,R01,TWD,0.00 
500010611,1005.00 ,100442.00 ,R01,TWD,0.00 
500010612,1002.00 ,2902.00 ,R99,USD,0.00 
500010613,1005.00 ,100012.00 ,R01,TWD,0.00 
500010614,2002.00 ,100207.00 ,R01,USD,0.00 
500010615,1005.00 ,100010.00 ,R01,USD,72725.00 
500010616,1001.00 ,100125.00 ,R01,TWD,0.00 
500010617,1002.00 ,2002.00 ,,USD,0.00 
500010618,1002.00 ,2002.00 ,,USD,0.00 
500010619,1002.00 ,2002.00 ,,USD,0.00 
500010620,2002.00 ,100207.00 ,R01,USD,0.00 
500010621,1006.00 ,1002.00 ,,TWD,0.00 
500010622,1001.00 ,100118.00 ,R01,USD,0.00 
500010623,1002.00 ,100203.00 ,R01,USD,152742.00 
500010624,1011.00 ,1002.00 ,,TWD,0.00 
500010625,1002.00 ,100212.00 ,R01,USD,1371893.00 
500010626,1003.00 ,100180.00 ,R01,USD,0.00 
500010627,1001.00 ,100118.00 ,R01,USD,0.00 
500010628,1001.00 ,100118.00 ,R01,USD,0.00 
500010629,1001.00 ,100118.00 ,R01,USD,0.00 
500010630,1001.00 ,100118.00 ,R01,USD,0.00 
500010631,1002.00 ,100203.00 ,R01,USD,0.00 
500010632,1001.00 ,100118.00 ,R01,USD,0.00 
500010633,1001.00 ,100118.00 ,R01,USD,0.00 
500010634,1001.00 ,100118.00 ,R01,USD,0.00 
500010635,1001.00 ,100118.00 ,R01,USD,0.00 
500010636,1001.00 ,100118.00 ,R01,USD,0.00 
500010637,1001.00 ,100118.00 ,R01,USD,0.00 
500010638,1001.00 ,100118.00 ,R01,USD,0.00 
500010639,1005.00 ,100371.00 ,R01,TWD,0.00 
500010640,1002.00 ,100201.00 ,R01,USD,594720.00 
500010641,1006.00 ,1004.00 ,,TWD,0.00 
500010642,1004.00 ,100280.00 ,R01,USD,0.00 
500010643,1003.00 ,100179.00 ,R01,USD,0.00 
500010644,1003.00 ,100366.00 ,R01,USD,0.00 
500010645,1002.00 ,100201.00 ,R01,USD,641436.00 
500010646,1002.00 ,100201.00 ,R01,USD,602650.00 
500010647,1001.00 ,100118.00 ,R01,USD,0.00 
500010648,1001.00 ,100118.00 ,R01,USD,0.00 
500010649,1002.00 ,100200.00 ,R01,USD,0.00 
500010650,1002.00 ,2002.00 ,,USD,0.00 
500010651,1001.00 ,100118.00 ,R01,USD,0.00 
500010652,1001.00 ,100133.00 ,R01,TWD,162840.00 
500010653,1001.00 ,100118.00 ,R01,USD,0.00 
500010654,1001.00 ,100124.00 ,R01,TWD,49140.00 
500010655,1002.00 ,2002.00 ,,USD,0.00 
500010656,1002.00 ,2002.00 ,,USD,0.00 
500010657,1001.00 ,100118.00 ,R01,USD,0.00 
500010658,1007.00 ,100046.00 ,R01,TWD,0.00 
500010659,1007.00 ,100427.00 ,R01,TWD,0.00 
500010660,2002.00 ,100208.00 ,R01,USD,0.00 
500010661,1005.00 ,100022.00 ,R01,USD,1517469.00 
500010662,1004.00 ,100248.00 ,R01,TWD,0.00 
500010663,1011.00 ,1002.00 ,,TWD,0.00 
500010664,1004.00 ,100273.00 ,R01,USD,4492931.00 
500010665,1005.00 ,100010.00 ,R01,USD,216614.00 
500010666,1004.00 ,100283.00 ,R01,EUR,0.00 
500010667,1001.00 ,100118.00 ,R01,USD,0.00 
500010668,1001.00 ,100118.00 ,R01,USD,0.00 
500010669,1001.00 ,100118.00 ,R01,USD,0.00 
500010670,1001.00 ,100118.00 ,R01,USD,0.00 
500010671,1002.00 ,1006.00 ,,TWD,0.00 
500010672,1002.00 ,1006.00 ,,TWD,0.00 
500010673,1006.00 ,1002.00 ,,TWD,0.00 
500010674,1006.00 ,1002.00 ,,TWD,0.00 
500010675,1006.00 ,1002.00 ,,TWD,0.00 
500010676,1006.00 ,1002.00 ,,TWD,0.00 
500010677,1011.00 ,100347.00 ,R01,TWD,0.00 
500010678,1005.00 ,100011.00 ,R01,TWD,32960.00 
500010679,1005.00 ,100018.00 ,R01,TWD,0.00 
500010680,1005.00 ,100012.00 ,R01,TWD,0.00 
500010681,1002.00 ,1006.00 ,,TWD,0.00 
500010682,2002.00 ,1002.00 ,,USD,0.00 
500010683,1005.00 ,100442.00 ,R01,TWD,0.00 
500010684,1005.00 ,100442.00 ,R01,TWD,0.00 
500010685,1001.00 ,100118.00 ,R01,USD,0.00 
500010686,1005.00 ,100442.00 ,R01,TWD,0.00 
500010687,1005.00 ,100442.00 ,R01,TWD,0.00 
500010688,1001.00 ,100118.00 ,R01,USD,0.00 
500010689,1001.00 ,100118.00 ,R01,USD,0.00 
500010690,1001.00 ,100118.00 ,R01,USD,0.00 
500010691,1001.00 ,100118.00 ,R01,USD,0.00 
500010692,1001.00 ,100118.00 ,R01,USD,0.00 
500010693,1001.00 ,100118.00 ,R01,USD,0.00 
500010694,1001.00 ,100118.00 ,R01,USD,0.00 
500010695,1001.00 ,100118.00 ,R01,USD,0.00 
500010696,1001.00 ,100118.00 ,R01,USD,0.00 
500010697,1001.00 ,100118.00 ,R01,USD,0.00 
500010698,1005.00 ,100008.00 ,R01,TWD,0.00 
500010699,1005.00 ,100004.00 ,R01,TWD,24203.00 
500010700,1001.00 ,100118.00 ,R01,USD,0.00 
500010701,1001.00 ,100118.00 ,R01,USD,0.00 
500010702,1001.00 ,100118.00 ,R01,USD,0.00 
500010703,1001.00 ,100118.00 ,R01,USD,0.00 
500010704,1001.00 ,100118.00 ,R01,USD,0.00 
500010705,1001.00 ,100118.00 ,R01,USD,0.00 
500010706,1001.00 ,100118.00 ,R01,USD,0.00 
500010707,1005.00 ,100371.00 ,R01,TWD,0.00 
500010708,1006.00 ,1002.00 ,,TWD,0.00 
500010709,1006.00 ,1002.00 ,,TWD,0.00 
500010710,1006.00 ,1002.00 ,,TWD,0.00 
500010711,1002.00 ,100201.00 ,R01,USD,0.00 
500010712,1007.00 ,100427.00 ,R01,TWD,0.00 
500010713,1002.00 ,100200.00 ,R01,USD,0.00 
500010714,1001.00 ,100118.00 ,R01,USD,0.00 
500010715,1001.00 ,100118.00 ,R01,USD,0.00 
500010716,1001.00 ,100118.00 ,R01,USD,0.00 
500010717,1001.00 ,100118.00 ,R01,USD,0.00 
500010718,1001.00 ,100118.00 ,R01,USD,0.00 
500010719,1001.00 ,100118.00 ,R01,USD,0.00 
500010720,1001.00 ,100118.00 ,R01,USD,0.00 
500010721,1001.00 ,100118.00 ,R01,USD,0.00 
500010722,1001.00 ,100118.00 ,R01,USD,0.00 
500010723,1001.00 ,100118.00 ,R01,USD,0.00 
500010724,1001.00 ,100118.00 ,R01,USD,0.00 
500010725,1001.00 ,100118.00 ,R01,USD,0.00 
500010726,1001.00 ,100118.00 ,R01,USD,0.00 
500010727,1001.00 ,100118.00 ,R01,USD,0.00 
500010728,1001.00 ,100118.00 ,R01,USD,0.00 
500010729,1001.00 ,100118.00 ,R01,USD,0.00 
500010730,1001.00 ,100118.00 ,R01,USD,0.00 
500010731,1001.00 ,100118.00 ,R01,USD,0.00 
500010732,1001.00 ,100118.00 ,R01,USD,0.00 
500010733,1001.00 ,100118.00 ,R01,USD,0.00 
500010734,1001.00 ,100118.00 ,R01,USD,0.00 
500010735,1001.00 ,100118.00 ,R01,USD,0.00 
500010736,1001.00 ,100118.00 ,R01,USD,0.00 
500010737,1001.00 ,100118.00 ,R01,USD,0.00 
500010738,1001.00 ,100118.00 ,R01,USD,0.00 
500010739,1001.00 ,100118.00 ,R01,USD,0.00 
500010740,1001.00 ,100118.00 ,R01,USD,0.00 
500010741,1001.00 ,100118.00 ,R01,USD,0.00 
500010742,1001.00 ,100118.00 ,R01,USD,0.00 
500010743,1001.00 ,100118.00 ,R01,USD,0.00 
500010744,1001.00 ,100118.00 ,R01,USD,0.00 
500010745,1006.00 ,100310.00 ,R01,TWD,0.00 
500010746,1011.00 ,1002.00 ,,TWD,0.00 
500010747,1007.00 ,100444.00 ,R01,TWD,0.00 
500010748,1002.00 ,100201.00 ,R01,USD,47187.00 
500010749,1005.00 ,100385.00 ,R01,TWD,0.00 
500010750,1007.00 ,100072.00 ,R01,TWD,0.00 
500010751,1005.00 ,100015.00 ,R01,TWD,1470.00 
500010752,1003.00 ,100179.00 ,R01,USD,0.00 
500010753,1005.00 ,100015.00 ,R01,TWD,69258.00 
500010754,1003.00 ,100366.00 ,R01,USD,0.00 
500010755,1005.00 ,100015.00 ,R01,TWD,0.00 
500010756,1005.00 ,100011.00 ,R01,TWD,1796.00 
500010757,1001.00 ,100142.00 ,R01,USD,22066.00 
500010758,1004.00 ,100255.00 ,R01,USD,0.00 
500010759,1004.00 ,100246.00 ,R01,USD,719507.00 
500010760,1001.00 ,100118.00 ,R01,USD,0.00 
500010761,1001.00 ,100118.00 ,R01,USD,0.00 
500010762,1001.00 ,100118.00 ,R01,USD,0.00 
500010763,1001.00 ,100118.00 ,R01,USD,0.00 
500010764,1001.00 ,100118.00 ,R01,USD,0.00 
500010765,1001.00 ,100119.00 ,R01,USD,0.00 
500010766,1005.00 ,100015.00 ,R01,TWD,0.00 
500010767,1005.00 ,100015.00 ,R01,TWD,250992.00 
500010768,1006.00 ,1002.00 ,,TWD,0.00 
500010769,1006.00 ,1002.00 ,,TWD,0.00 
500010770,1006.00 ,1002.00 ,,TWD,0.00 
500010771,1006.00 ,1002.00 ,,TWD,0.00 
500010772,2002.00 ,100207.00 ,R01,USD,0.00 
500010773,1001.00 ,100172.00 ,R01,USD,0.00 
500010774,1002.00 ,100443.00 ,R01,USD,0.00 
500010775,1005.00 ,100442.00 ,R01,TWD,0.00 
500010776,1005.00 ,100442.00 ,R01,TWD,0.00 
500010777,1005.00 ,100442.00 ,R01,TWD,0.00 
500010778,1005.00 ,100004.00 ,R01,TWD,80640.00 
500010779,1007.00 ,100105.00 ,R01,TWD,0.00 
500010780,1007.00 ,100105.00 ,R01,TWD,0.00 
500010781,1006.00 ,1004.00 ,,TWD,0.00 
500010782,2002.00 ,100213.00 ,R01,USD,0.00 
500010783,2002.00 ,100207.00 ,R01,USD,0.00 
500010784,2002.00 ,100207.00 ,R01,USD,0.00 
500010785,2002.00 ,100213.00 ,R01,USD,0.00 
500010786,2002.00 ,100213.00 ,R01,USD,0.00 
500010787,1005.00 ,100012.00 ,R01,TWD,0.00 
500010788,1005.00 ,100018.00 ,R01,TWD,0.00 
500010789,1003.00 ,100188.00 ,R01,TWD,0.00 
500010790,1003.00 ,100182.00 ,R01,USD,0.00 
500010791,1001.00 ,100032.00 ,R01,USD,961189.00 
500010792,1005.00 ,100382.00 ,R01,TWD,0.00 
500010793,1005.00 ,100382.00 ,R01,TWD,0.00 
500010794,1005.00 ,100015.00 ,R01,TWD,0.00 
500010795,1005.00 ,100015.00 ,R01,TWD,0.00 
500010796,1005.00 ,100015.00 ,R01,TWD,0.00 
500010797,1002.00 ,100201.00 ,R01,USD,591780.00 
500010798,1002.00 ,100201.00 ,R01,USD,591780.00 
500010799,1002.00 ,100201.00 ,R01,USD,1720059.00 
500010800,1006.00 ,1002.00 ,,TWD,0.00 
500010801,1006.00 ,1002.00 ,,TWD,0.00 
500010802,2002.00 ,100208.00 ,R01,USD,0.00 
500010803,1005.00 ,100382.00 ,R01,TWD,0.00 
500010804,1005.00 ,100371.00 ,R01,TWD,0.00 
500010805,1001.00 ,100154.00 ,R01,EUR,0.00 
500010806,1001.00 ,100033.00 ,R01,USD,0.00 
500010807,1001.00 ,100151.00 ,R01,EUR,0.00 
500010808,1001.00 ,100170.00 ,R01,USD,236225.00 
500010809,1011.00 ,1002.00 ,,TWD,0.00 
500010810,1005.00 ,100015.00 ,R01,TWD,0.00 
500010811,1001.00 ,100118.00 ,R01,USD,0.00 
500010812,1005.00 ,100417.00 ,R01,TWD,0.00 
500010813,1001.00 ,100118.00 ,R01,USD,0.00 
500010814,1007.00 ,100055.00 ,R01,TWD,0.00 
500010815,1007.00 ,100055.00 ,R01,TWD,0.00 
500010816,1001.00 ,100118.00 ,R01,USD,0.00 
500010817,1001.00 ,100118.00 ,R01,USD,0.00 
500010818,1007.00 ,100055.00 ,R01,TWD,330000.00 
500010819,1001.00 ,100118.00 ,R01,USD,0.00 
500010820,1004.00 ,Z009,R01,TWD,0.00 
500010821,1002.00 ,1006.00 ,,TWD,0.00 
500010822,1006.00 ,1002.00 ,,TWD,0.00 
500010823,1006.00 ,1002.00 ,,TWD,0.00 
500010824,1006.00 ,1002.00 ,,TWD,0.00 
500010825,1006.00 ,1002.00 ,,TWD,0.00 
500010826,1001.00 ,100032.00 ,R01,USD,1211714.00 
500010827,1001.00 ,100032.00 ,R01,USD,0.00 
500010828,1003.00 ,100179.00 ,R01,USD,0.00 
500010829,1011.00 ,100340.00 ,R01,TWD,173460.00 
500010830,1002.00 ,2902.00 ,R99,USD,0.00 
500010831,2002.00 ,100207.00 ,R01,USD,0.00 
500010832,1001.00 ,100029.00 ,R01,USD,534601.00 
500010833,1001.00 ,100031.00 ,R01,USD,0.00 
500010834,1005.00 ,100011.00 ,R01,TWD,35039.00 
500010835,1005.00 ,100008.00 ,R01,TWD,50873.00 
500010836,1001.00 ,100161.00 ,R01,USD,0.00 
500010837,1004.00 ,100270.00 ,R01,USD,0.00 
500010838,1001.00 ,100118.00 ,R01,USD,0.00 
500010839,1005.00 ,100010.00 ,R01,USD,29148.00 
500010840,2002.00 ,100208.00 ,R01,USD,0.00 
500010841,1005.00 ,100018.00 ,R01,TWD,0.00 
500010842,1005.00 ,100010.00 ,R01,USD,97816.00 
500010843,1001.00 ,100118.00 ,R01,USD,0.00 
500010844,1005.00 ,100021.00 ,R01,USD,473180.00 
500010845,1005.00 ,100021.00 ,R01,USD,283984.00 
500010846,1005.00 ,100442.00 ,R01,TWD,0.00 
500010847,1005.00 ,100442.00 ,R01,TWD,0.00 
500010848,1003.00 ,100180.00 ,R01,USD,0.00 
500010849,1002.00 ,100201.00 ,R01,USD,0.00 
500010850,1005.00 ,100371.00 ,R01,TWD,0.00 
500010851,1005.00 ,100012.00 ,R01,TWD,0.00 
500010852,1001.00 ,100133.00 ,R01,TWD,4234.00 
500010853,1005.00 ,1100.00 ,R99,TWD,0.00 
500010854,1005.00 ,100016.00 ,R01,USD,0.00 
500010855,1005.00 ,100364.00 ,R01,USD,118562.00 
500010856,2002.00 ,1002.00 ,,USD,0.00 
500010857,2002.00 ,1002.00 ,,USD,0.00 
500010858,2002.00 ,1002.00 ,,USD,0.00 
500010859,1007.00 ,100036.00 ,R01,USD,0.00 
500010860,1001.00 ,100128.00 ,R01,TWD,49024.00 
500010861,1006.00 ,1002.00 ,,TWD,0.00 
500010862,1002.00 ,100200.00 ,R01,USD,0.00 
500010863,2002.00 ,100207.00 ,R01,USD,0.00 
500010864,1002.00 ,100195.00 ,R01,USD,0.00 
500010865,2002.00 ,1902.00 ,R99,USD,0.00 
500010866,1005.00 ,100436.00 ,R01,USD,0.00 
500010867,1002.00 ,100201.00 ,R01,USD,256634.00 
500010868,1006.00 ,100310.00 ,R01,TWD,0.00 
500010869,1001.00 ,100171.00 ,R01,USD,6600968.00 
500010870,1006.00 ,1002.00 ,,TWD,0.00 
500010871,1006.00 ,1002.00 ,,TWD,0.00 
500010872,1006.00 ,1002.00 ,,TWD,0.00 
500010873,1002.00 ,100203.00 ,R01,USD,235959.00 
500010874,1005.00 ,100385.00 ,R01,TWD,0.00 
500010875,2002.00 ,1002.00 ,,USD,0.00 
500010876,1011.00 ,1002.00 ,,TWD,0.00 
500010877,1003.00 ,100179.00 ,R01,USD,0.00 
500010878,1003.00 ,100366.00 ,R01,USD,0.00 
500010879,1003.00 ,100366.00 ,R01,USD,0.00 
500010880,1001.00 ,100118.00 ,R01,USD,0.00 
500010881,1002.00 ,2002.00 ,,USD,0.00 
500010882,1002.00 ,1006.00 ,,TWD,0.00 
500010883,1007.00 ,100117.00 ,R01,TWD,1100.00 
500010884,1007.00 ,100117.00 ,R01,TWD,100.00 
500010885,1007.00 ,100042.00 ,R01,TWD,0.00 
500010886,1002.00 ,2002.00 ,,USD,0.00 
500010887,1002.00 ,2002.00 ,,USD,0.00 
500010888,1005.00 ,100004.00 ,R01,TWD,26355.00 
500010889,1005.00 ,100442.00 ,R01,TWD,0.00 
500010890,1005.00 ,100442.00 ,R01,TWD,0.00 
500010891,1005.00 ,100442.00 ,R01,TWD,0.00 
500010892,1006.00 ,1004.00 ,,TWD,0.00 
500010893,1005.00 ,100008.00 ,R01,TWD,0.00 
500010894,1006.00 ,1002.00 ,,TWD,0.00 
500010895,1006.00 ,1002.00 ,,TWD,0.00 
500010896,1002.00 ,2002.00 ,,USD,0.00 
500010897,1001.00 ,100118.00 ,R01,USD,0.00 
500010898,1001.00 ,100118.00 ,R01,USD,0.00 
500010899,1001.00 ,100118.00 ,R01,USD,0.00 
500010900,1001.00 ,100118.00 ,R01,USD,0.00 
500010901,1001.00 ,100118.00 ,R01,USD,0.00 
500010902,1001.00 ,100118.00 ,R01,USD,0.00 
500010903,1001.00 ,100118.00 ,R01,USD,0.00 
500010904,1002.00 ,2002.00 ,,USD,0.00 
500010905,1001.00 ,100118.00 ,R01,USD,0.00 
500010906,1005.00 ,100012.00 ,R01,TWD,0.00 
500010907,1005.00 ,100018.00 ,R01,TWD,0.00 
500010909,1005.00 ,100382.00 ,R01,TWD,0.00 
500010910,1004.00 ,100255.00 ,R01,USD,0.00 
500010911,1005.00 ,100008.00 ,R01,TWD,194271.00 
500010912,1005.00 ,100017.00 ,R01,USD,5765781.00 
500010913,2002.00 ,100213.00 ,R01,USD,0.00 
500010914,2002.00 ,100213.00 ,R01,USD,0.00 
500010915,2002.00 ,100207.00 ,R01,USD,0.00 
500010916,2002.00 ,100207.00 ,R01,USD,0.00 
500010917,2002.00 ,100207.00 ,R01,USD,0.00 
500010918,2002.00 ,100213.00 ,R01,USD,0.00 
500010919,2002.00 ,100213.00 ,R01,USD,0.00 
500010920,2002.00 ,100207.00 ,R01,USD,0.00 
500010921,2002.00 ,100207.00 ,R01,USD,0.00 
500010922,2002.00 ,100213.00 ,R01,USD,0.00 
500010923,2002.00 ,100213.00 ,R01,USD,0.00 
500010924,2002.00 ,100207.00 ,R01,USD,0.00 
500010925,1005.00 ,100011.00 ,R01,TWD,210116.00 
500010926,1005.00 ,100011.00 ,R01,TWD,0.00 
500010927,1001.00 ,100118.00 ,R01,USD,0.00 
500010928,1001.00 ,100118.00 ,R01,USD,0.00 
500010929,1001.00 ,100118.00 ,R01,USD,0.00 
500010930,1001.00 ,100118.00 ,R01,USD,0.00 
500010931,1001.00 ,100118.00 ,R01,USD,0.00 
500010932,1001.00 ,100118.00 ,R01,USD,0.00 
500010933,1003.00 ,100182.00 ,R01,USD,0.00 
500010934,1003.00 ,100182.00 ,R01,USD,0.00 
500010935,1003.00 ,100183.00 ,R01,USD,0.00 
500010936,1003.00 ,100191.00 ,R01,TWD,55650.00 
500010937,1005.00 ,100022.00 ,R01,USD,3251503.00 
500010938,2002.00 ,100208.00 ,R01,USD,0.00 
500010939,1002.00 ,1006.00 ,,TWD,0.00 
500010940,1005.00 ,100011.00 ,R01,TWD,33380.00 
500010941,1004.00 ,100242.00 ,R01,USD,7179.00 
500010943,1011.00 ,1002.00 ,,TWD,0.00 
500010944,1011.00 ,1002.00 ,,TWD,0.00 
500010945,2002.00 ,1002.00 ,,USD,0.00 
500010946,1005.00 ,100371.00 ,R01,TWD,0.00 
500010947,2002.00 ,100213.00 ,R01,USD,0.00 
500010948,1006.00 ,1002.00 ,,TWD,0.00 
500010949,1005.00 ,100022.00 ,R01,USD,1022848.00 
500010950,1002.00 ,2002.00 ,,USD,0.00 
500010951,1006.00 ,100310.00 ,R01,TWD,0.00 
500010952,1006.00 ,100310.00 ,R01,TWD,0.00 
500010955,1001.00 ,100118.00 ,R01,USD,0.00 
500010956,1005.00 ,100008.00 ,R01,TWD,0.00 
500010957,1001.00 ,100118.00 ,R01,USD,0.00 
500010958,1005.00 ,100008.00 ,R01,TWD,60123.00 
500010959,1002.00 ,1006.00 ,,TWD,0.00 
500010960,1002.00 ,2002.00 ,,USD,0.00 
500010961,1002.00 ,2002.00 ,,USD,0.00 
500010963,2002.00 ,100208.00 ,R01,USD,0.00 
500010966,2002.00 ,100207.00 ,R01,USD,0.00 
500010967,2002.00 ,100213.00 ,R01,USD,0.00 
500010969,1004.00 ,100255.00 ,R01,USD,0.00 
500010970,1005.00 ,100014.00 ,R01,TWD,0.00 
500010971,1002.00 ,2902.00 ,R99,USD,0.00 
500010972,1005.00 ,100371.00 ,R01,TWD,0.00 
500010973,2002.00 ,100207.00 ,R01,USD,0.00 
500010974,1002.00 ,100201.00 ,R01,USD,0.00 
500010976,1002.00 ,100201.00 ,R01,USD,919509.00 
500010977,1002.00 ,1006.00 ,,TWD,0.00 
500010979,1003.00 ,100179.00 ,R01,USD,0.00 
500010981,2002.00 ,100207.00 ,R01,USD,0.00 
